square_id,model,MAE,RMSE,MAPE,fit_seconds,predict_seconds,rationale
5161,"LightGBM(leaves 15, lr 0.03, trees 300)",98.48665845594779,154.36209036236042,7.537780970427324,0.2876364999974612,0.0565982999978587,"round 2: smaller capacity + stronger regularisation, because round 1 showed overfitting"
5161,"LightGBM(leaves 15, lr 0.03, trees 200)",98.7744088077543,154.67458953273584,7.592657793945926,0.20438979999744333,0.046853699983330444,"round 2: smaller capacity + stronger regularisation, because round 1 showed overfitting"
5161,"LightGBM(leaves 15, lr 0.03, trees 200)",99.27261172167645,155.00911613873586,7.597778941930984,6.971251700015273,0.0766769000038039,"round 1: coarse grid over capacity (leaves, trees) and step size"
5161,"LightGBM(leaves 15, lr 0.05, trees 200)",100.18572060670358,157.3529373714753,7.5840232356395,0.19286579999607056,0.04895629998645745,"round 1: coarse grid over capacity (leaves, trees) and step size"
5161,"LightGBM(leaves 15, lr 0.03, trees 400)",100.75116229618277,158.4854203194131,7.6409589597387155,2.340892400010489,0.074386600026628,"round 1: coarse grid over capacity (leaves, trees) and step size"
5161,"LightGBM(leaves 7, lr 0.03, trees 300)",101.2837738080171,159.64580264929836,7.664449054536184,0.156434199976502,0.03924470001948066,"round 2: smaller capacity + stronger regularisation, because round 1 showed overfitting"
5161,"LightGBM(leaves 31, lr 0.03, trees 200)",102.33853537447936,159.41276131596356,7.692090582468198,1.125125399994431,0.050575100001879036,"round 1: coarse grid over capacity (leaves, trees) and step size"
5161,"LightGBM(leaves 15, lr 0.05, trees 400)",102.47595384510204,161.17141495930966,7.747624647524162,0.3160861999785993,0.049951699998928234,"round 1: coarse grid over capacity (leaves, trees) and step size"
5161,"LightGBM(leaves 7, lr 0.03, trees 200)",102.54734580333056,161.43039557940187,7.760794338572606,0.13552599999820814,0.041278099990449846,"round 2: smaller capacity + stronger regularisation, because round 1 showed overfitting"
5161,"LightGBM(leaves 31, lr 0.03, trees 400)",105.10423625138878,163.2429904832927,7.871568959674073,3.1184102999977767,0.07109939999645576,"round 1: coarse grid over capacity (leaves, trees) and step size"
5161,"LightGBM(leaves 63, lr 0.03, trees 200)",105.21489610792548,163.26552396256886,7.857894708423448,0.7538987000007182,0.05484759999671951,"round 1: coarse grid over capacity (leaves, trees) and step size"
5161,"LightGBM(leaves 15, lr 0.1, trees 200)",105.36909051368607,166.48016066010237,7.937446312236461,0.23805619997438043,0.04569610001635738,"round 1: coarse grid over capacity (leaves, trees) and step size"
5161,"LightGBM(leaves 31, lr 0.05, trees 200)",105.90007091771349,164.17618639816257,7.832142052644965,0.39854510000441223,0.06017790001351386,"round 1: coarse grid over capacity (leaves, trees) and step size"
5161,"LightGBM(leaves 63, lr 0.05, trees 200)",106.48205183636469,165.36490904952495,8.064884055328378,1.1386668999912217,0.056762299995170906,"round 1: coarse grid over capacity (leaves, trees) and step size"
5161,"LightGBM(leaves 63, lr 0.03, trees 400)",108.86211773375841,169.2758741758713,8.108698223376539,1.4377075000084005,0.062474100006511435,"round 1: coarse grid over capacity (leaves, trees) and step size"
5161,"LightGBM(leaves 31, lr 0.05, trees 400)",108.87493138746565,169.3748453351527,8.061983078691272,0.7843104999919888,0.05606669999542646,"round 1: coarse grid over capacity (leaves, trees) and step size"
5161,"LightGBM(leaves 15, lr 0.1, trees 400)",108.93316246363351,171.28701988158085,8.229998977924419,0.3953602999972645,0.06132030001026578,"round 1: coarse grid over capacity (leaves, trees) and step size"
5161,"LightGBM(leaves 63, lr 0.05, trees 400)",110.28397223950745,171.26235549819657,8.462438825761174,1.609602199983783,0.09116740000899881,"round 1: coarse grid over capacity (leaves, trees) and step size"
5161,"LightGBM(leaves 31, lr 0.1, trees 200)",111.9402300791896,173.46766147949126,8.21682834315998,0.6827631999913137,0.06254290000651963,"round 1: coarse grid over capacity (leaves, trees) and step size"
5161,"LightGBM(leaves 63, lr 0.1, trees 200)",112.80491566713404,174.21041651181395,8.512607869208264,1.1488860000099521,0.11939360000542365,"round 1: coarse grid over capacity (leaves, trees) and step size"
5161,"LightGBM(leaves 31, lr 0.1, trees 400)",115.32386271469669,177.51444184358112,8.59486338557034,1.124764000007417,0.08288180001545697,"round 1: coarse grid over capacity (leaves, trees) and step size"
5161,"LightGBM(leaves 63, lr 0.1, trees 400)",116.63851587146544,178.4747554210302,9.194490838948855,1.8293503999884706,0.07971290001296438,"round 1: coarse grid over capacity (leaves, trees) and step size"
5161,"LightGBM(leaves 15, lr 0.03, trees 100)",126.79162956517038,179.9061015688059,14.34809703100552,0.11384529998758808,0.039790899987565354,"round 2: smaller capacity + stronger regularisation, because round 1 showed overfitting"
5161,"LightGBM(leaves 7, lr 0.03, trees 100)",135.90694773366337,192.28759409059444,15.308854187081769,0.11261730000842363,0.05291840000427328,"round 2: smaller capacity + stronger regularisation, because round 1 showed overfitting"
