square_id,model,MAE,persistence_MAE,skill_vs_persistence
5161,ARIMA+Fourier,80.34478604464297,92.80191886706349,0.13423356946169462
5161,LightGBM,89.11701416280829,92.80191886706349,0.039707203786742196
5161,LSTM,79.26308655555555,92.80191886706349,0.14588957293977933
5059,ARIMA+Fourier,68.07138241958513,81.51690313492064,0.16494150535971042
5059,LightGBM,77.4999491509823,81.51690313492064,0.04927755875722828
5059,LSTM,69.70434485119047,81.51690313492064,0.144909311191311
5259,ARIMA+Fourier,71.28865319114064,75.96750308531746,0.06159014978973454
5259,LightGBM,65.88745165412178,75.96750308531746,0.13268899229022968
5259,LSTM,61.751753541666666,75.96750308531746,0.1871293509237153
